-2.895494863114226547e+01,-2.296248268501326351e+01,6.832366212587317911e+00,-8.267591105489911385e+00,1.194934377164692307e+01,-2.087821780836325303e+01,2.397226774758123113e+01,-1.933946439107827375e+00,1.161503148809672936e+01,5.513439773396400234e+00,-1.145694094431013355e+01,-1.410329191973853469e+01,4.763172488088250611e-02,2.519125860587887544e+01,-2.967301145795049333e+00,-5.344391007075556921e+00,-5.127770978776362121e+00,-1.102429192069297414e+01,-1.135047431982573762e+01,7.046709989601080970e+00,8.043208380063436636e+00,1.820970751127011900e+00,-4.263400145387637785e+00,-3.857089970923810451e+00,-1.997211219168091301e+00,-1.471858217859074891e+00,4.729526288179330962e-01,1.630014695331563512e+00,-4.766333044671217323e+00,-1.446186920217584770e-13,
-2.340257184896305986e+01,-6.589814931611640780e+00,1.458930724241260179e+01,7.485508594555374096e+00,2.433476586072508052e+00,-4.887925174495076241e+00,-1.267142970511626920e+01,-2.304258213803744582e+01,-1.261690183707348467e+01,-2.326200049073480214e-01,-8.756325726570594270e+00,1.621757893489577995e+01,1.516144492263841492e+01,-3.268138101408593954e+00,-1.418509453254374542e+01,1.511040352886689320e+01,-9.862001150234387836e+00,4.531871639329184021e+00,1.947982331961657598e+00,3.895144398084456228e+00,1.633360712553054839e+01,2.935329230346004792e+00,1.581688426210234200e+00,-1.008375223039587709e+01,-6.431898957052833765e+00,-6.606874397235258378e+00,-3.780701590166964277e+00,-2.356704033635963480e+00,3.308603945076770136e-01,-5.878218918564659390e-14,
1.141521822444157834e+02,-9.350562571925719269e+00,2.767753754289800128e+01,3.531360744634748272e+01,1.095701305700542250e+01,-2.634404749863150208e+00,2.352772979219870209e+01,-5.202923219705600566e+00,-2.864561159710147020e+00,-7.528227173019640395e-01,-5.102901518329848507e+00,2.176544369124609746e-01,-1.248974231215854991e-01,-5.295357962936097174e+00,-2.280060942488606746e-01,6.111815672583643000e+00,3.008842997289106758e-01,-2.977521557050077483e+00,6.071738077989163873e-01,-1.528421231940910552e+01,-3.540542313027915000e+00,4.488017438035077689e+00,2.956398445549107468e+00,8.585391945769051958e+00,6.373279396988010603e+00,1.711632338406370968e+00,-4.801654404120549557e+00,2.501673477449152472e+00,-2.889244385343474608e+00,-4.851327672916738720e-14,
6.190972858970141601e+01,-2.215935263879575956e+01,3.927439961973045346e+00,-1.404855229279732498e+01,-1.015026835042236453e+00,-8.156852077594345829e+00,3.334157427799502305e+00,-2.301247945021905750e+01,-2.019003227503774767e+01,-1.171600242818865745e+01,3.726751384757127639e+00,-1.069147436917051230e+01,6.963607677679561014e+00,3.831690628545808774e+00,1.113202797048258219e+01,-1.137916656197619680e+01,2.122511146364836510e+00,4.363012695648468053e+00,1.336093375831615226e+01,1.096651509548439485e+01,-8.195567515148747262e+00,-1.626077708977944569e+00,6.145743359419780560e+00,-1.003911367702783330e+00,-6.105378063821904178e+00,2.324271379161391593e+00,3.366962572586668756e+00,1.625006368398256962e+00,1.171160582550970908e+01,-1.372773422714246294e-14,
2.107488358006684592e+01,3.795366545710839290e+01,-2.197051206608922413e+01,3.236945262792284339e+00,-1.555156032252615184e+01,1.196545558205776849e-01,5.227355806635497260e+00,-1.429922922272182362e+01,1.165182867265387756e+01,-1.807540181625600439e+01,3.340902483369700970e+00,-6.798208224511521180e+00,-2.936324352019115125e-01,-1.291892346609220921e+00,2.796160102804368663e-01,-1.506790804159910124e-01,-2.679224970306213205e+00,-4.113747328432385331e+00,4.013397261345891920e+00,-6.236279651890723308e+00,1.324652324500087808e+01,1.817859249823376322e+00,-8.821749546214412874e+00,-8.742322504329841593e+00,1.719413352903928383e+00,1.126088630204383811e+01,-3.525076468924144280e-01,1.611019755892319338e+01,2.130926441027196638e+00,-2.953366717850514078e-15,
2.228935414495462197e+01,-2.805600877548870287e+01,-2.078979730081620758e+01,1.418878705176732202e+00,-2.038449075248156106e+01,7.542486621749755926e+00,-1.443999788295107445e+00,-2.813910323085634158e+00,4.612899398050894106e+00,-2.964065110070815301e+00,1.140549618436589441e+01,-1.291944650374601489e+00,1.258903732077883397e+01,-2.731560717858055209e+00,3.119001329514879739e+00,-2.763870425985551549e+00,-1.253974509913207669e+01,1.100940415776553571e+01,-1.884802689819325971e+00,8.995470211074135136e+00,-3.964189712308653135e+00,2.919022848203067788e+00,-4.277023522708914838e-01,2.475477610980896248e+00,1.392613009249223666e+01,-6.461822822665907573e+00,1.331344055988608055e-01,3.129404156318912111e+00,-1.851753356993101463e+01,-3.897533337737790760e-14,
-3.042261568544405748e+01,-2.547683317303143724e+01,1.113045030914300426e+01,4.474266022272519905e+00,-5.241109626416581513e+00,1.847503184053001846e+01,7.663032472628816372e+00,-8.471700540205034713e+00,2.135884852105720455e+01,-9.957691615887463987e-01,-6.669459699792468221e-01,1.111664207324133535e+01,-1.164041080317094767e+01,-6.324481052912334533e+00,1.226755515354539838e+01,8.906617237560448430e+00,1.605511595990842011e+01,-4.953059697437780073e+00,3.159577559622227749e+00,1.052108098069139430e+01,2.489419290302340437e-01,-1.769639610785739237e+01,2.719242726227764084e+00,-6.480523348674120498e+00,-2.248329300616630277e+00,-1.192514489106138997e+00,-7.272005854756510068e+00,4.708697091571409032e+00,-1.002782444705249354e+00,-2.960652556449616668e-14,
-3.409145442028674466e+01,-5.316749087527304907e-01,-1.767664053468392504e+00,6.528874818400417723e+00,-8.713250411614772428e-01,2.601159593723202690e+01,-7.152598398842182625e+00,-8.366814738759792425e-01,-2.697765768557286670e+00,1.467434140531495146e+01,-2.509625202565871049e+01,-2.526138373294202566e+01,7.173172518180282786e+00,-1.507635227403078026e+01,4.748051048259178231e+00,-1.002573160116293849e+01,-8.496934801684526972e-01,1.181565518620137034e+00,-2.609859895697619780e+00,-4.812448792478122073e+00,4.930040631445841370e+00,-5.309647237205736836e-01,1.000179183640326208e+01,-4.000763850630350227e+00,-3.955026695051088836e+00,8.167982587167609054e+00,1.421450746612542559e+00,-3.649142858889024676e+00,-3.885258159521659760e+00,1.191408083300871112e-14,
-1.549943341360619975e+01,8.555365482117309461e-02,-8.892967713176611610e+00,-3.538905818419387117e+00,1.768976498544940990e+00,-2.135578659391488898e+01,-1.697593933504237640e+01,-2.735040369432700569e+00,1.366459199430643068e+01,-1.309317283134355492e+01,-1.613366089175964291e+01,1.443708748487045668e+01,1.676365968699130571e-01,1.785071900909889875e+00,3.706701176940007336e+00,-1.880270248585463477e+01,1.299805169290575257e+01,9.419332582108930652e+00,-6.535117609437672392e+00,-1.019168526763608362e+01,2.734286988043813871e+00,4.739241205011570202e+00,1.158188775349010591e+01,9.091961507420201372e+00,-8.372030784356120081e-02,-7.264591587827291086e+00,-5.645846888737403368e+00,3.892032051989452235e+00,-9.200617950506467801e-02,-3.425124767142406768e-14,
3.659048219421740811e+01,2.515303678316645986e+01,4.305225475699901239e+01,-2.898371530557921716e+01,-4.235531700541132238e+01,8.469867978670347242e+00,1.078577371013876407e+00,6.697649869640918574e+00,2.302537616206723481e+00,8.096327909627591524e+00,-4.229516647909830951e+00,6.509887436596063282e+00,8.544112885594726592e+00,1.006566661495707216e+01,1.414193243545658119e+00,1.169342434478295667e+00,-2.228719258784849638e-02,9.591263135480393442e-04,-5.423679830324388718e+00,-2.808518145237751895e+00,-1.861507704515452222e+00,-1.161603073809742925e+00,9.410470556885319748e-01,3.790912740753871635e+00,1.532676057026449157e-01,1.460680235740556165e+00,9.255468588598659840e-01,-1.552669701459914897e+00,6.060980378796075874e-01,3.707800668058258697e-14,
